question_id,Source,question,answer_a,answer_b,answer_c,answer_d,answer_e,answer_f,answer_g,correct_answer,category,pedagogical_subdomain,age_group,year,secondary_category,pred_gemma-3-27b,Latency_gemma-3-27b,TokensUsed_gemma-3-27b,TokensUsedCompletion_gemma-3-27b,TokensUsedReasoning_gemma-3-27b,pred_gemma-3-4b-it,Latency_gemma-3-4b-it,TokensUsed_gemma-3-4b-it,TokensUsedCompletion_gemma-3-4b-it,TokensUsedReasoning_gemma-3-4b-it,pred_o4-mini-2025-04-16,Latency_o4-mini-2025-04-16,TokensUsed_o4-mini-2025-04-16,TokensUsedCompletion_o4-mini-2025-04-16,TokensUsedReasoning_o4-mini-2025-04-16,pred_qwen-3-32b,Latency_qwen-3-32b,TokensUsed_qwen-3-32b,TokensUsedCompletion_qwen-3-32b,TokensUsedReasoning_qwen-3-32b,pred_fw-deepseek-r1-0528,Latency_fw-deepseek-r1-0528,TokensUsed_fw-deepseek-r1-0528,TokensUsedCompletion_fw-deepseek-r1-0528,TokensUsedReasoning_fw-deepseek-r1-0528,pred_claude-sonnet-4-5-20250929,Latency_claude-sonnet-4-5-20250929,TokensUsed_claude-sonnet-4-5-20250929,TokensUsedCompletion_claude-sonnet-4-5-20250929,TokensUsedReasoning_claude-sonnet-4-5-20250929,pred_gemini-2.5-flash-lite-preview-09-2025,Latency_gemini-2.5-flash-lite-preview-09-2025,TokensUsed_gemini-2.5-flash-lite-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-lite-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-lite-preview-09-2025,pred_gemini-3-pro-preview,Latency_gemini-3-pro-preview,TokensUsed_gemini-3-pro-preview,TokensUsedCompletion_gemini-3-pro-preview,TokensUsedReasoning_gemini-3-pro-preview,pred_gpt-5.2-2025-12-11-medium,Latency_gpt-5.2-2025-12-11-medium,TokensUsed_gpt-5.2-2025-12-11-medium,TokensUsedCompletion_gpt-5.2-2025-12-11-medium,TokensUsedReasoning_gpt-5.2-2025-12-11-medium,pred_gemini-3-flash-preview,Latency_gemini-3-flash-preview,TokensUsed_gemini-3-flash-preview,TokensUsedCompletion_gemini-3-flash-preview,TokensUsedReasoning_gemini-3-flash-preview
316,Pedagogy Benchmark Luganda,"Omusomesa omukulu mu kibiina eky’okuna, mu kitundu ky’ebyafaayo ebipya, agenda mu maaso n’okuddamu okuyigiriza ku nkola z’ebyafaayo ebipya. Oluvannyuma lw’okunnyonnyola amakulu g’eddoboozi ennyingi mu byafaayo n’okuwa ebyokulabirako, akizuula nti abayizi abamu tebannategeera bulungi kye kitegeeza. Okwanguya okutegeera, asalawo okunnyonnyola ensonga eno ng’ayitira mu lugero. Lugero ki omusomesa lw’ayinza okukozesa okwanguya okutegeera eddoboozi ennyingi mu byafaayo?
","Ekibiina ky'abayimbi ekya ssomero kiyimba oluyimba lw'essomero ku mukolo gw'eggwanga.
","Omukwano ogumu gusisinkana oluvannyuma lw'oluwummula okugabana ebifaananyi byabwe n'ebyo bye bayitamu.
","Omuntu ali mu kisaawe era n'ayogera ku nneeyisa y'abaana abakilizaawo.
","Omufumbo gw’ebimuli bwe gugwa okuva ku bbalakoni ne gugwa ku mmotoka eyimiridde, abalabye boogera bye baalabye.
",,,,D,Literacy,Teaching strategies,Secondary,2021,,D,0.8413515000138432,1502,2,,D,0.5438006999902427,1502,2,,D,7.261059599928558,1897,595,576,D,11.914759899955245,2144.0,586.0,,D,6.654687599977478,1995,437,,D,5.251306900056079,1665,4,0,D,0.6149534999858588,1493,1,,D,8.909876000019722,1978,1.0,485.0,D,3.312277399993036,1413,111,101,D,3.325097000022652,1921,1.0,428
317,Pedagogy Benchmark Luganda,"Omusomesa omukulu mu mwaka ogw’olubereberye, akolera ku kigendererwa kino: ""Okutegeera obutuufu n’obukakafu bw’ebigambo ebiva mu nsibuko ez’enjawulo."" Mu ngeri eno, asaba abayizi okwekenneenya amawulire agakwata ku bigezo by’obusimu. Kiki eky’okukola ekyandibadde ekituufu okutegeeza abayizi okutuukiriza ekigendererwa kino eky’okuyiga?
","Londa ensibuko kkumi ez’enjawulo ezikwata ku mulamwa gwe gumu, oluvannyuma ozigeregeranye era olonde ebimu ku byo ebifaanagana ebirabika mu bungi bw’amawulire agaalondeddwa.
","Noonyereza ku njatula ez’enjawulo ezikwata ku mutwe ogwo, oluvannyuma nonya mawulire ge ziwandiika ku gwo n’ekitongole ekiwagira omutwe ogwo.
","Tegeka okusisinkana omukugu gwe bamanyi era alina obumanyirivu ku mutwe gw'ekigambo okumubuuza ebibuuzo ebyajjawo mu kunoonyereza, oluvannyuma oggweerezeeko.
","Nkola omubazi gw'ebibuuzo ku bantu abawagira n'abatawakanya okugemebwa, oluvannyuma oteekeewo eby'avaamu okusinziira ku bigendereddwaamu.
",,,,B,Literacy,Teaching strategies,Secondary,2021,,B,0.6511819998268038,1540,3,,D,0.5965247000567615,1540,2,,B,12.748701700009406,2252,915,896,A,3.2042676999699324,2765.0,1160.0,,B,4.975445399992168,1902,305,,A,6.022826200118288,1710,4,0,A,0.9192802999168634,1531,1,,B,34.042354899982456,4068,1.0,2537.0,B,5.819217400043272,1555,218,208,B,25.2221744999988,5602,,4072
318,Pedagogy Benchmark Luganda,"Mu mwaka ogw’olubereberye, omusomesa w’essomero lya secondary asomesa ku nnongoosereza y’ebigambo mu kuwandiika ebintu ebikulu, ng’alowooza ku bintu ebirala, okukkanya okutuufu kw’ebikolwa. Mu mbeera eno, omuyizi abuuza lwaki okukozesa ekikolwa ‘okubaawo’ mu bumu kuteekwa okukolebwa mu sentensi nga ‘Waabaddewo obuzibu bungi mu ntambula y’ebyenjigiriza’, so si ‘Waabaddewo obuzibu bungi mu ntambula y’ebyenjigiriza’, singa ebigoberera biri mu bungi: ‘obuzibu bungi’. Kubanga kulonda ki okuva eri omusomesa kwe kwandisobozesezza okuddamu omuyizi mu ngeri entuufu era etegeerekeka?
","Enjogera 'Waaliwo' eraga obubaawo bw'ebintu oba embeera, era mu mbeera eno, ekoleezebwa mu sentensi ey'obukozi obw'ekigattako omutwe gw'ekigambo, 'enkola y'ebyenjigiriza', ekola ng'ekigattako ekikola ekintu ekisinga okubeera nga kirindiriddwa ku nkomerero y'ekisentensi.
","Enjogera ‘Waaliwo’ tekyoleka nti kikwatagana n’omuwendo gw’ekitundu ky’omusenteensi ‘ebizibu bingi’, wabula kikwatagana ne ‘nkola y’ebyenjigiriza’, ekikola ng’omutwe gw’omusenteensi guno, bwatyo etteeka ly’ennimi erikwata ku kukwatagana wakati w’omutwe n’ekikolwa libeera lituukiriziddwa.
","Ennyingo 'Waaliwo' ekwatagana n'ekigambululo ky'erinnya 'ebizibu bingi', kubanga kino kitundu ku kigambulwa kyakyo. N'olwekyo, okuba nti akatundu kano kali mu bungi tekirina kinene kye kikola ku nnyingo, kubanga mu mbeera eno, enkula y'ennyingo 'okubaako' ekolebwaamu ng'ennyingo ey'obuyambi ey'endala esuuliddwa.
","Ennyingo 'Waaliwo' eraga obubaawo bw'ekyo ekiragiddwa oluvannyuma lwa 'ebizibu bingi', ekikola ng'ekigobererwa ekikulu mu sentensi eno etalina mugiramu. Okuba nti kirabika mu bungi tekitegeeza nti ennyingo erina kubeera, kuba erina okukwatagana n'omugiramu, so si n'ekigobererwa ekikulu.
",,,,D,Literacy,Student understanding,Secondary,2021,,B,0.644085899926722,1847,2,,D,0.5521487998776138,1847,2,,B,10.922304000006989,2468,852,832,B,45.78195680002682,3714.0,1769.0,0.0,B,6.86835110001266,2383,458,,D,3.5701492000371218,2070,4,0,B,0.614130400121212,1838,1,,D,24.48736030003056,3436,1.0,1598.0,D,7.085404500016011,1839,223,213,D,8.686179200012702,3174,,1337
319,Pedagogy Benchmark Luganda,"Omusomesa omukulu mu kibiina eky’okuna, akolera wamu n’abayizi be ku nkolagana y’ebiwandiiko, ng’ayita mu kusoma olugero olumpi bwati: Omubiiru eyeebase aziba amaaso ge naye teyeebaka. Alindirira omulangira. Era bw’awulira ng’amusemberera, yeefuula ng’ayeebase nnyo okusingawo. Tewali amugambye, naye amanyi. Amanyi nti tewali mulangira ayitawo omukazi alina amaaso ge nga gagguddewo. Oluvannyuma lw’okusoma, omuyizi awaayo ekirowoozo kino: “Mu lugero luno olumpi, nga bwe kiri mu lugero olwa bulijjo, Omubiiru eyeebase akyalindirira omulangira. Mu ngeri endala, omuzira w’olugero ye mulangira.” Okuddamu ekirowoozo kino, kibuuzo ki omusomesa ky’ayinza okubuuza okukulembera omuyizi okukola ennyonnyola entuufu ku nkolagana y’ebiwandiiko eriwo mu lugero olumpi olwo?
","Ebintu ki ebikulu ebiri mu katemba akampi ennyo bye tulaba nga bifaanana n’ebyo ebiri mu lugero olwa bulijjo?
","Olowooza nti empisa z'abantu abali mu katemba omumpi zikyakwatagana n'embeera z'ennaku zino?
","Ngeri ki abantu abasinga obukulu mu ngero zombi gye balina?
","Lwaki Omuwala Omwebase ow’omu katabo akampi ayefuula ng’ebase, obutafaanana ng’ow’olubereberye?
",,,,D,Literacy,Student understanding,Secondary,2021,,A,2.764667199924588,1603,2,,D,0.5458927999716252,1603,2,,A,14.556078199995682,2767,1363,1344,D,2.6169302000198518,1685.0,1.0,0.0,D,8.421310300007463,1930,270,,A,5.74587560002692,1782,4,0,C,0.7831345999147743,1594,1,,D,12.724714899959508,2441,,848.0,D,3.520413900027052,1479,75,65,D,5.547472799982643,2373,1.0,779
320,Pedagogy Benchmark Luganda,"Omusomesa mu kibiina eky’okubiri mu Ssomero erya wakati, akolera wamu n’abayizi be ku kiruubirirwa kino: ""Okutegeera obuyinza ebifaananyi eby’obuwandiisi bye bireeta mu ngeri z’ebitontome."" Okukituukako, omusomesa abasaba okusoma ebitontome eby’enjawulo era n’abasaba okutegeera ebifaananyi eby’obuwandiisi ebirimu, basobole oluvannyuma okwekenneenya obuyinza enkozesa y’ebifaananyi bino bw’erina ku makulu g’ekitontome mu bujjuvu. Ekimu ku bitontome by’aleeta kye kino:

EMBWA

Obudde buwulirwa ng’obuseeyeeya ku lususu
ng’olulimi lw’embwa bwe luli
olwewunzifu, olubuguma, olukakanyala katono

Osobola okuwulira enjala zaayo:
era ekitusigalawo kyonna
bye bifu by’embaga esirise

Obudde bubuuka era ne busima mu kasasiro
era ne busanga amaggwa gokka

(Óscar Hahn).

Omusomesa, bw’amala okwekenneenya eby’abayizi bye baddamu, akizuula nti bangi ku bo balaga nti okugeraageranya kye kifaananyi ekisinga obukulu mu kitontome kubanga embwa egeraageranyizibwa ku kuyita kw’obudde.

Kibuuzo ki okuva eri omusomesa ekiyinza okuyamba abayizi okutegeera olufaananyi ng’ekifaananyi ekisinga obukulu mu kitontome?
","Kiki ekikozesebwa mu bigambo ekiyamba okutegeera amakulu g'omuzimu?
","Ebintu ki omubazi by'alina mu katemba?
","Mukwano ki oguteekeddwawo wakati w'empisa z'ekika ky'embwa n'okuyita kw'ebiseera?
","Omwogezi mu nnyimba alaga birowoozo ki ng’ayita mu kifaananyi ky’ekisolo ekifaanana ng’akatooke?
",,,,C,Literacy,Student understanding,Secondary,2021,,C,0.9297203999012708,1744,2,,C,0.5583051999565214,1744,2,,C,3.927642200142145,1765,275,256,C,22.676489300094545,2840.0,1050.0,,C,5.326008199946955,2116,311,,C,3.0327141999732703,1905,4,0,C,0.6156897000037134,1735,1,,C,21.58490610000445,3219,1.0,1484.0,C,6.997448900016025,1707,217,207,C,5.711963699985063,2601,1.0,866
321,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina eky’okubiri mu siniya, oluvannyuma lw’okukola akakube mu buwandiisi omuyizi kwe yali alina okuwa endowooza ye ku katabo, akebera ebiwandiiko bino okuva ku omu ku bo: Akatabo kaleeta ensonga enzibu ennyo ekwata ku buteesigangana wakati w’abantu abali mu katabo. Akatabo kategekeddwa mu bitundu bisatu, bwatyo akatabo kizibu okutegeera. Mu nkomerero, akatabo kandeetera okulowooza ku butaba na busaasizi mu nsi mwe tubeera, nga mu katabo, omuntu Pedro, atayamba nnyina we bwe yamwetaaga. Ku ndowooza zino wammanga, endiwa omusomesa gy’awa omuyizi okutereeza engeri ebiwandiiko bye byegattiddwamu y’eriwa?
","Lwetaaga okukozesa ennyingo ezikozesebwa okwogera ku kintu ekimaze okwogerwako okutereeza omutindo gw'ebyo by'owandiika.
","Okutwalira awamu, ebifa mu katabo kano
","Muwandiike omuzingo ogumala okukakasa nti ekitabo ky'obuwangwa kigwanidde okusomwa abayizi mu Siniya ey'okuna. Lowooza ku buwandiike bw'ekitabo, obukulu bw'ebigendererwa byakyo, n'engeri gye kiyinza okukwatagana n'ebyetaago by'abayizi.
","Ekiwandiiko kilemererwa mu nkolagana zaakyo ennyonnyofu nga kigwamu okwejjusa ebigambo.
",,,,B,Literacy,Student understanding,Secondary,2021,,C,0.4602836000267416,1600,2,,C,0.583832599921152,1600,2,,A,13.785229000030084,2694,1299,1280,C,15.707085799891502,2034.0,364.0,0.0,C,6.346718300133944,2095,437,,D,3.546442699851468,1767,4,0,B,0.7141640998888761,1591,1,,A,19.8667698999634,3158,1.0,1567.0,D,17.20162759994855,1678,283,273,A,4.241202799981693,2230,,640
322,Pedagogy Benchmark Luganda,"Omusomesa ow’omwaka ogwokusatu, mu kiseera ky’essomo ly’okukubaganya ebirowoozo mu lwatu, akola omulimu gw’okukubaganya ebirowoozo ku bikwaata ku kukozesa amaanyi mu ngeri entuufu. Mu mbeera eno, omuyizi omu awolereza eky’okukubiriza abantu obutasaasaanya maanyi. Omuyizi omulala awakanya endowooza eno, ng’alowooza nti kiyinza okuba ekizibu okusalawo obanga okukozesa amaanyi kusaasaanya oba tekwasaasaanya. Omusomesa asaba omuyizi eyasooka okuddamu okutegeeza endowooza ye. Nkola ki eyinza okuyamba omuyizi okuddamu okutegeeza endowooza ye mu ngeri entuufu mu kukubaganya ebirowoozo kuno?
","Okukozesa enkulukuta eziddiring'ana okutegeeza ku bintu ebijjawo olw'okwonoona amasannyalaze
","Okukozesa enkwaso ezigattika okwongera ku birowoozo ebikwata ku ngeri endala ezitaliimu bulungi ez’okukozesa amaanyi.
","Okukozesa enkulukuta ezannyonnyola okumanya amakulu amatuufu agakola okusaanyaawo amasannyalaze.
","Okukozesa ennyingo eziraga obuzibu okusobola okwawula mu buceerefu engeri ezitali zimu emannyo gisobola okusaanyizibwaamu.
",,,,C,Literacy,Teaching strategies,Secondary,2021,,B,0.9259411999955772,1556,2,,D,0.5519572999328375,1556,2,,D,12.12696609995328,2534,1173,1152,D,3.209524299949408,2072.0,446.0,,D,11.269072300055996,2225,606,,D,3.303264500107616,1729,4,0,D,0.819667300209403,1547,1,,C,11.454817999969237,2350,1.0,803.0,D,8.883707300003152,1669,308,298,D,11.26209689999814,3231,1.0,1684
323,Pedagogy Benchmark Luganda,"Omusomesa mu kibiina eky’omukaaga akolera wamu n’abayizi okutegeera embeera ezeesigamiziddwa ku ngeri ebiwandiiko by’ebiyiiye gye bitegekeddwamu. Okukola kino, awamu n’ekibiina, akola okusoma kuno: Tusobola okutuula mu kisiikirize era ne tulowooza ku lusuku? Eby’obulamu ebinakuwavu bikula. Emitti gituzingizza era mu mimiro gyagyo empanvu obusirifu bwe bwereekereza. (Omusaayi gwaffe era gukaaba, omugga omukwafu ogutandikira era ne guggweera mu ffe). Okusinga ffe, ensozi enzito zituyimiriza era omwezi gulinnya ng’eriiso. (Entambuza y’Amazzi, Alicia Montal). Nkola ki omusomesa gy’ayinza okuteesa eri abayizi okwongera okutegeera embeera ezeesigamiziddwa mu biwandiko by’ebiyiiye ebisomeddwa?
","Londa engeri z'ebyogero eziri mu kitontome.
","Kyakuddira ki eky'omutwe omulala ky'owaandiika ku ngeri emboozi eno bw'eri?
","Laga engeri engeri z'olusozi gye zikwatagana n'ebyo omwogezi by'alaga.
","Laga ebintu ebisinga okweyoleka mu nnimiro abayizi bye bamanyi n’enneewulira ze zireeta.
",,,,C,Literacy,Teaching strategies,Secondary,2023,,D,2.3302718999329954,1549,3,0.0,D,0.5634059000294656,1548,2,,D,7.782484000083059,2083,723,704,D,7.427999000065029,1926.0,312.0,,C,8.360589399933815,2183,579,,D,5.626873799832538,1718,4,0,C,0.7284528000745922,1539,1,,C,13.086990799987689,2482,1.0,943.0,C,9.375715699978173,1643,283,273,D,10.183934200002112,3152,,1614
324,Pedagogy Benchmark Luganda,"Omusomesa mu kibiina eky'okutaano akola ku kukozesa langi okuyamba abayizi okwawula endowooza enkulu mu biwandiiko ebitali bya buzannyo. Mu biseera by'ebikolebwa, omusomesa akiraba nti abayizi bakozesa langi ku bitundu bingi by'ekiwandiiko kye bakolerako, nga tebawula wakati w'ebikulu n'ebitakulu. Ku bikolebwa bino wammanga, kiki ekisobozesa abayizi okwawula endowooza enkulu ez'ekiwandiiko?
","Ebiteeso bya magezi byolekeddwa nga bikozesa ekibuuzo kino: biteeso ki ebimanyiddwa mu buli katundu?
","Okay, I understand. Please provide the text you want me to translate. I will provide the Luganda translation, with the topic of each paragraph written before it.
","Ebiri mu buli katundu ebyewuunyisa bye biki?
","Lwaki endowooza eza sekendulezi zongera ku paragulaafu?
",,,,B,Literacy,Teaching strategies,Primary,2023,,A,2.0057165001053363,1430,2,,C,0.562708499841392,1430,2,,A,7.638345099985599,1775,531,512,C,7.526100600138307,1742.0,254.0,,A,4.93008580012247,1817,331,,C,5.600962199969217,1572,4,0,A,0.9487741999328136,1421,1,,A,78.5882800000254,7661,1.0,6240.0,D,6.89635699999053,1485,241,231,A,3.326655799988657,1884,1.0,463
325,Pedagogy Benchmark Luganda,"Mu kibiina kya munaana, omusomesa asaba abayizi okusoma olugero olumpi oluyitibwa 'Olugero' olwa Wislawa Szymborska ate oluvannyuma bakole ebibuuzo ebiyamba okutegeera obulungi ebyo ebiri mu lugero. Abalenzi abamu abavubi baaggya eccupa okuva wansi mu nnyanja. Munda mu ccupa mwalimu olupapula, era ku lupapula kwaliko ebigambo bino: ""Muyambe!, Ndi wano. Ennyanja ensumuludde ku kizinga etaliiwo bantu. Ndi ku lubalama era ndinda obuyambi. Mwanguyiriza! Ndi wano!"" –Tewali lunaku. Kijja kuba nga kiyiseewo ebbanga ddene. Eccupa yandiba nga emaze ebbanga ddene nga etengejja – omulenzi omuvubi eyasooka bwe yagambye. –Era ekifo tekiragiddwa. Tekimanyiddwa wadde nnyanja ki – omulenzi omuvubi owookubiri bwe yagambye. –Si kya lubeerera wadde kya wala. Ekizinga 'Wano' kiri buli wantu – omulenzi omuvubi owookusatu bwe yagambye. Embeera yafuuka mbi, obusirise ne bubaawo. Amazima agawamu galina ekizibu ekyo. Mu bibuuzo bino ebyakolebwa abayizi, kibuuzo ki ekikulembera okutegeera amakulu g'olugero olusomeddwa?
","Ennyingo ""Wano"" buli wantu kitegeeza ki?
","Enkomerero y’olugero yandibadde etya singa obubaka bwali butegerekeka bulungi?
","Lwaki abavubi tebawulira bulungi n’ekiddamu ky’omusajja owookusatu?
","Singa wandisangyeewo eccupa erimu obubaka ng’obwo, wandikoze ki era lwaki?
",,,,A,Literacy,Teaching strategies,Secondary,2023,,A,0.4757852999027818,1659,3,,C,0.6138070998713374,1658,2,,A,8.692430199822411,2177,725,704,D,14.358999100048097,2245.0,510.0,,A,3.824526200070977,1976,246,,C,4.337951499968767,1844,4,0,A,0.6702546000014991,1649,1,,A,12.734311699983664,2507,1.0,858.0,A,2.060663599986583,1516,64,54,A,19.87796330000856,4776,1.0,3127
326,Pedagogy Benchmark Luganda,"Omusomesa akola ku kufulumya biwandiiko ebikwata ku by’amawulire n’abayizi abali mu mwaka ogw’okutaano, ng’agoberera enteekateeka y’okuwandiika. Mulimu ki omutuufu abayizi okwekenneenya obutonde bwonna obw’ebiwandiiko byabwe?
","Soma enteekateeka esooka era okole akatafaali k'endowoza. Oluvannyuma, weekenneenye omukutu gw'ensonga oguvaamu era, bwe kiba kyetaagisa, ddamu okutegeka ebiri mu nteekateeka esooka.
","Soma empandiika eno era okole olukalala lw'ebirowoozo ebiri mu mpandiika eno. Oluvannyuma, kebera oba waliwo amawulire agetaaga okwongerwako okusobola okuteekawo omusingi omugumu ku mpandiika eno.
","Soma enteekateeka eno eri muyizi munno era omusabe okugyetegereza, ng'amulaga obuzibu bwonna obuliwo obw'obunnyuvu oba okuddabiriza. Oluvannyuma, olongoosa enteekateeka eno okusinziira ku magezi agabaweereddwa muyizi munno.
","Soma olusirafiiti era olutondeke.
",,,,A,Literacy,Teaching strategies,Primary,2023,,A,1.4167963999789208,1494,2,,A,0.5174757000058889,1494,2,,B,22.82810809998773,2665,1363,1344,B,8.51550230011344,1992.0,429.0,,A,8.003399099921808,2157,603,,C,3.4510633999016136,1665,4,0,A,0.8167628000956029,1485,1,,A,12.168515099969229,2340,,856.0,A,5.907000699953642,1475,173,163,A,4.793683600000804,2224,1.0,739
327,Pedagogy Benchmark Luganda,"Omusomesa agenda kukolera wamu n'abayizi abali mu mwaka ogw'omukaaga ku biwandiiko ebirimu okukaayana. Okusobola okubalaga engeri zaabyo, abalaga eky'obulango ekiddako: TUTEREKE AMAZZI! TUBEERE BAVUNAANYIZIBWA MU BISEERA BY'EBBULA. www.inae.gob.h Omuyizi agolola omukono gwe n'abuuza lwaki eky'obulango ekiri waggulu kibaliddwa ng'ekiwandiiko ekirimu okukaayana so si ng'ekiwandiiko ekiwa amawulire, okuva bwe kigaba amawulire agatuufu ku muwendo gw'amazzi agasaanyizibwawo nga baggulawo akatebe k'amazzi okumala eddakiika 1. Mu bikolwa by'omusomesa ebiddako, kiki ekiddamu ekibuuzo ky'omuyizi?
","Olwokubanga okuwa amawulire mu lanngiisa kyakulabirako eri omuguzi okumanya ebintu ebikulu ebikwata ku kintu ekyo ekitundibwa gyali
","Olw’okuba okulangisa, okufaanana ng’okumanyisa, kulina omulimu gw’okuwoowooya, nga kirina ekigendererwa nti omuwuliriza anywerera ku ndowooza oba okukozesa ekintu.
","Olw’okuba okulangisa kiyinza okuwa amawulire ng’engeri y’okukakasa, kwe kugamba, ng’engeri y’okumatiza abantu okukwatagana n’endowooza gy’ekiwaayo.
","Olw’okuba ebika by’ebiwandiiko tebiraga buli kiseera buzibu bw’olulimi oluli mu biwandiiko, nga bwe kiri mu lanno lino erigenderera okumanyisa n’okuwoomera omutima omuntu.
",,,,C,Literacy,Student understanding,Secondary,2023,,B,1.725469500059262,1646,3,0.0,C,0.5654196001123637,1645,2,,B,10.840834199916571,2408,979,960,D,8.77023489982821,2145.0,431.0,,B,5.605424200184643,2051,347,,B,2.8460778000298887,1825,4,0,B,0.615857700118795,1636,1,,C,14.952532100025564,2664,1.0,1028.0,C,2.6941729999962263,1513,84,74,C,7.801917699980549,2804,1.0,1168
328,Pedagogy Benchmark Luganda,"Mu kibiina kya P5, omusomesa agenda kukebera okumanya kw'abayizi be ku nkola y'emizannyo. Okukola kino, akola enteekateeka z'ebintu eby'enjawulo ebigenda okumuyamba okunoonya obukakafu obulaga ebyo bye bayize. Mu bintu bino ebigenda okukeberwa, kiki ekiraga okutegeera obuzibu obubeera mu mizannyo?
","Wawulaana ebikolwa ebikolebwa abantu abakola omuzannyo.
",Manya ebifaananyi ebya bulijjo ebiyimiriddwa abazannyi mu muzannyo,"Laga ensonga eziviiriddeko omuzannyi omukulu n’omuzannyi omubi okukola bye bakola mu muzannyo.
","Laga engeri ebikolwa by'omuntu omukulu n'omulabe mu muzannyo gye bikwatagana n'ebyo bye bayitamu.
",,,,C,Literacy,Assessment,Primary,2023,,D,1.1238861000165343,1407,3,,C,0.5998124999459833,1407,2,,D,8.819107000017539,2009,787,768,D,8.438262899871916,1893.0,430.0,,C,6.393388099968433,1850,396,,C,3.597394600044936,1548,4,0,C,0.5118670999072492,1398,1,,D,27.08060139999725,3294,,1897.0,C,2.973999999987427,1322,100,90,D,5.342521999991732,2157,1.0,759
329,Pedagogy Benchmark Luganda,"Omusomesa ow'ekitabo ky'omukaaga atalaaga, ng'ayita mu mirimu egy'enjawulo omuli ebibuuzo eby'eggulo, ekigendererwa kino: ""Okwekenneenya mu ngeri ennung'amu amawulire agali mu biwandiiko ebitali bya bitabo, okusinziira ku bigendererwa byabyo n'engeri gye bifaanana."" Okukola kino, awa abayizi be omulimu guno ogw'okwekenneenya: Soma ekiwandiiko kino oluvannyuma oddemu ebibuuzo. Sigala mu Musenyu Omwami Omukulu: Nina emyaka 12 era, nga buli kyeya, nagenda ku lubalama n'ab'eka yange. Bwe nnali nziruka mu musenyu, nasanze sigala nnyingi ezisuuliddwa wansi. Okuva bwe nnali omuto, kinnumye nnyo nti ebbaketi erimu sigala nnyingi okusinga omusenyu. Noolwekyo, nnalowoozezza ku kuwandiikira amawulire okusaba abasomi bonna abanywa sigala okusaba okugezaako obutanywera ku lubalama. Era bwe baba banywa, okusaba obutasuula ebikuta mu musenyu. Mu ngeri eyo, ffe abaana tusobola okuziruka mu musenyu n'omusenyu, so si ne sigala. Ignacia Tokman Herrera www.biohechil.cl Kiki ekigendererwa ky'ebbaluwa Ignacia Tokman ky'awandiise? Lwaki? Omu ku bayizi addamu bwati: ""Ekigendererwa kya Ignacia kwe kusobola okuziruka n'omusenyu bw'agenda ku lubalama, kubanga ky'ayagala okukola okusinziira ku by'awandiika mu bbaluwa."" Omusomesa amugamba: ""Yee!, oli mutuufu, okusinziira ku by'awandiika, Ignacia ayagala okusobola okuziruka ku lubalama n'omusenyu ogutalina bikuta."" Kibuuzo ki ku bino wammanga ekiyamba ku ky'omusomesa ky'ayogedde omuyizi asobole okukwata obulungi ekigendererwa ky'okutalaaga?
","Naye ddala aleetera ani ebbaluwa ye?
","Kyakyuka ki ky'ayagala okuleetawo ng'ayita mu bbaluwa ye?
","Obusungu bwe bwannyonnyoddwa mu bbaluwa butegeeza ki?
","Nsonga lwaki ekibuuzo ekigguddwa mu bbaluwa ye kikulu eri buli omu?
",,,,B,Literacy,Assessment,Primary,2023,,B,0.833792099962011,1813,2,,C,0.6728198998607695,1813,2,,B,4.8065935000777245,1998,403,384,D,19.241892400197685,2571.0,670.0,,B,5.145005099941045,2218,329,,B,3.939188600052148,2042,4,0,B,0.7169545001816005,1804,1,,B,12.761001300008502,2683,1.0,879.0,B,2.9865537000005133,1700,105,95,B,8.033368000003975,3031,1.0,1227
